Land,Open,CPR,Photos,Status,MLS#,Price,Original Price,$ Change,% Change,Region,Neighborhood,Address,City,Zip,Parcel Number,Zone,Section,Plat,Parcel/Lot,CPR,Terms,Sold Price,Sold Date,Sold Ratio,Orig. Ratio,Concessions,Beds,Bath,Living Sq Ft,Average Living,Land Sq Ft,Acres,Average Land,Year,Remodeled,List Date,Days,Condition,Tax,Maint. Fee,Assoc. Fee,Other Fee,Fee Includes,Total Fees,Land,Building,Assessed Total,Assessed Ratio,Elementary,Junior High,High,Zoning,Flood Zone,Seller's Agent,Seller's Office,Buyer's Agent,Buyer's Office,View,Frontage,Pool,Parking,Flooring,Roofing,Roads,Easements,Topography,Stories
FS,,,1,Sold,202101056,899000,899000,0,0,DiamondHd,Palolo,1309 10th Avenue ,Honolulu,96816,1-3-3-005-138-0000,3,3,5,138,0,None,860000,3/2/2021,0.9566,1.0453,,4,2.1,1742,516.0734788,5942,0.14,151.29586,1938,2003,1/15/2021,4,Fair,205,0,0,0,,0,780000,64400,844400,1.0647,Palolo,Jarrett,Kaimuki,05 - R-5 Residential District,Zone X,Laurie Kay Oh,Associated Real Estate Advisor,Krissy Okumura-Hanashiro,Oceans Realty Group,"Mountain,Other",Other,None,"2 Car,Carport,Driveway,Street","Ceramic Tile,Laminate,W/W Carpet",Asphalt Shingle,"County Rd,Paved Rd",Other,"Gentle Slope,Level",One
FS,,,12,Sold,202103813,917000,917000,0,0,DiamondHd,Palolo,1742-A 10th Avenue ,Honolulu,96816,1-3-3-040-002-0000,3,3,40,2,0,None,917000,3/2/2021,1,1,,4,2,1536,597.0052083,4964,0.11,184.7300564,1972,2016,2/10/2021,1,Excellent,220,0,0,0,,0,544100,208700,752800,1.2181,Aliiolani,Jarrett,Kaimuki,05 - R-5 Residential District,Zone X,Nathalie C Mullinix,"Nathalie Mullinix R. U., Inc.",Elle Zhang,Coldwell Banker Realty,"City,Diamond Head,Mountain,Sunset",,None,"Driveway,Garage,Street",Vinyl,Aluminum/Steel,County Rd,Sewer,Down Slope,Two
FS,,,25,Sold,202031618,1200000,1200000,0,0,DiamondHd,Niu Valley,5639 Halekamani Street ,Honolulu,96821,1-3-7-007-016-0000,3,7,7,16,0,None,1125000,3/1/2021,0.9375,1.0667,7000,3,2,1244,964.6302251,7500,0.17,160,1957,2020,12/5/2020,39,Average,255,0,0,0,,0,922500,88700,1011200,1.1867,Aina Haina,Niu Valley,Kalani,04 - R-7.5 Residential District,Zone D,Brenda L Mariano,Home Town Hawaii Realty LLC,Jennifer Lee Busto,Just Homes,Garden,,None,"1 Car,Carport,Street",Laminate,Composition,Paved Rd,None,Level,One
FS,,,24,Sold,202031522,1500000,1500000,0,0,Metro,Kalihi Valley,3314 Kalihi Street ,Honolulu,96819,1-1-4-019-039-0000,1,4,19,39,0,None,1370000,3/1/2021,0.9133,1.0949,,3,2.1,1368,1096.491228,13865,0.32,108.1860801,2002,2013,12/8/2020,40,Excellent,262,0,0,0,,0,625100,272900,898000,1.6704,Kalihi,Dole,Farrington,03 - R10 - Residential District,Zone X,Lila Marino-Camacho,Berkshire Hathaway HmSvc HI RE,Grant K Kanoho,"Marcus & Associates, Inc.","Mountain,Ocean",Other,Spa/HotTub,"Driveway,Garage,Street","Ceramic Tile,Hardwood",Aluminum/Steel,"Paved Rd,Private Rd","Electric,Sewer,Telephone",Steep Slope,"One,Split Level"
FS,,,1,Sold,202105161,950000,950000,0,0,Metro,Aliamanu,3350 Likini Street ,Honolulu,96818,1-1-1-017-041-0000,1,1,17,41,0,None,950000,2/26/2021,1,1,,7,6,3476,273.3026467,5002,0.11,189.9240304,1993,,1/6/2021,51,Average,286,0,0,0,,0,588100,554900,1143000,0.8311,,,,05 - R-5 Residential District,Zone D,Jay Vea,Locations LLC,Gina Trinidad Carlos,Pacific Century Realty,"City,Other",Other,None,"3 Car+,Carport,Driveway,Street","Ceramic Tile,W/W Carpet",Tile,"Paved Rd,Private Rd",Sewer,Level,Two
FS,,,25,Sold,202032909,959000,959000,0,0,HawaiiKai,Mariners Valley,843 Maniniholo Street ,Honolulu,96825,1-3-9-059-038-0000,3,9,59,38,0,None,1002500,2/26/2021,1.0454,0.9566,,3,2.1,1540,622.7272727,5798,0.13,165.4018627,1970,,1/7/2021,7,"Above Average,Average",223,0,0,0,,0,752800,150900,763700,1.2557,Kamiloiki,Niu Valley,Kaiser,05 - R-5 Residential District,Zone D,Judith A Whitfield,Berkshire Hathaway HmSvc HI RE,Kevin T Ota,"Ota Realty Consultants, LLC",Garden,Other,None,"3 Car+,Carport,Driveway","Laminate,Vinyl,W/W Carpet",Composition,Paved Rd,None,"Level,Terraced",Two
FS,,,13,Sold,202100503,998000,998000,0,0,DiamondHd,Palolo,2354 Jasmine Street ,Honolulu,96816,1-3-4-011-063-0000,3,4,11,63,0,None,1110000,2/26/2021,1.1122,0.8991,,4,2,3106,321.3135866,5231,0.12,190.7857006,1950,2020,1/13/2021,6,Above Average,163,0,0,0,,0,593900,105100,699000,1.4278,,,,05 - R-5 Residential District,Zone X,Mark H Young,True Real Estate Hawaii LLC,Eric R Olson,Carvill Sotheby's Intl. Realty,"City,Coastline,Diamond Head,Mountain,Ocean,Other,Sunrise",Other,None,"3 Car+,Boat,Carport,Driveway,Street","Ceramic Tile,Laminate","Asphalt Shingle,Composition",County Rd,None,"Level,Up Slope",Two
FS,,,18,Sold,202101066,1150000,1150000,0,0,DiamondHd,Kapahulu,3123 Olu Street ,Honolulu,96816,1-3-1-003-047-0000,3,1,3,47,0,None,1130000,2/26/2021,0.9826,1.0177,,5,3,1760,653.4090909,4730,0.11,243.1289641,1964,,1/16/2021,5,"Above Average,Average",506,0,0,0,,0,836800,313000,1149800,1.0002,,,,07 - R-3.5 Residential District,Zone X,Lynell Hart,Royal Realty LLC,Michael L Vuong,"Five Star Realty, Inc.",City,,None,3 Car+,"Laminate,W/W Carpet",Asphalt Shingle,Paved Rd,"Sewer,Water",Level,One
FS,,,23,Sold,202100392,1200000,1200000,0,0,Metro,Aliamanu,4373 Keaka Drive ,Honolulu,96818,1-1-1-024-034-0000,1,1,24,34,0,None,1187500,2/26/2021,0.9896,1.0105,,4,3.1,2388,502.5125628,6000,0.14,200,2011,,1/8/2021,3,Excellent,287,0,0,0,,0,671000,410700,1081700,1.1094,,,,05 - R-5 Residential District,Zone X,Luis F Pasion Jr.,Horita Realty LLC,Glad Bautista,Coldwell Banker Realty,None,,None,"3 Car+,Driveway,Garage,Street","Laminate,Marble/Granite",Other,Paved Rd,None,"Level,Terraced,Up Slope",One
FS,,,16,Sold,202103627,808000,808000,0,0,Metro,Kamehameha Heights,,Honolulu,96817,1-1-6-017-032-0000,1,6,17,32,0,None,880000,2/25/2021,1.0891,0.9182,,3,1,1179,685.3265479,6336,0.15,127.5252525,1956,1962,2/8/2021,7,"Average,Fair",185,0,0,0,,0,699000,75600,774600,1.0431,Kapalama,Kalakaua,Farrington,05 - R-5 Residential District,Zone X,Adelle K Johiro,Hawaii Resource Realty,Jimmy Huang,Honolulu Hawaii Realty,None,,None,Garage,"Hardwood,Vinyl",Composition,County Rd,None,Gentle Slope,"Basement,One"
FS,,,21,Sold,202029176,845000,845000,0,0,Metro,Kalihi Valley,1755 Kalaepaa Drive ,Honolulu,96819,1-1-4-021-015-0000,1,4,21,15,0,None,845000,2/25/2021,1,1,,3,2,1224,690.3594771,5000,0.11,169,1999,2020,1/5/2021,6,Excellent,185,0,0,0,,0,603800,171800,775600,1.0895,,,,04 - R-7.5 Residential District,Zone X,Courtney J Takai,Vesta Hawaii Real Estate,Terry Booker,RE/MAX Honolulu,Mountain,Other,None,"2 Car,Carport,Street","Ceramic Tile,Vinyl,W/W Carpet",Asphalt Shingle,"County Rd,Paved Rd",None,Level,One
FS,,,22,Sold,202025643,928888,978888,-50000,-0.0511,Metro,Kalihi Valley,3039 Kalihi Street ,Honolulu,96819,1-1-4-014-017-0000,1,4,14,17,0,None,898000,2/24/2021,0.9667,1.0901,,5,2,2160,430.0407407,10000,0.23,92.8888,1951,1957,10/5/2020,64,Average,225,0,0,0,,0,678000,231800,909800,1.021,,,,04 - R-7.5 Residential District,Zone X,Lori L Palmer,Bob Tanaka Inc,Jessica Mok,Hawaii Realty International,"City,Other",Other,None,"3 Car+,Carport","Hardwood,Other,W/W Carpet",Composition,Paved Rd,Driveway,"Gentle Slope,Level,Up Slope",Two
FS,,,14,Sold,202100061,995000,995000,0,0,Metro,Kamehameha Heights,1950 Naio Street ,Honolulu,96817,1-1-6-017-065-0000,1,6,17,65,0,None,1080000,2/24/2021,1.0854,0.9213,,5,4,2408,413.2059801,6500,0.15,153.0769231,1951,2019,1/5/2021,7,Excellent,253,0,0,0,,0,771000,96800,867800,1.1466,,,,05 - R-5 Residential District,Zone X,Mark H Young,True Real Estate Hawaii LLC,Joanne A Matsuoka,Coldwell Banker Realty,"City,Coastline,Mountain,Ocean,Other,Sunset",Other,None,"3 Car+,Carport,Driveway,Street","Ceramic Tile,Vinyl,W/W Carpet",Asphalt Shingle,County Rd,None,"Down Slope,Level",Three+
FS,,,2,Sold,202032364,1250000,1250000,0,0,Metro,Moiliili,1508 Farrington Street ,Honolulu,96822,1-2-8-009-006-0000,2,8,9,6,0,None,1100000,2/24/2021,0.88,1.1364,,3,2,1984,630.0403226,5000,0.11,250,1993,,12/18/2020,15,Excellent,251,0,0,0,,0,840000,258900,1098900,1.1375,,,,05 - R-5 Residential District,Zone X,Allison A Lum,"Plum Associates, Inc.",Stephanie L Chan,Locations LLC,Other,Other,None,"3 Car+,Driveway,Garage","Vinyl,W/W Carpet",Other,County Rd,Other,Level,One
FS,,,20,Sold,202027472,1150000,1150000,0,0,Metro,Alewa Heights,1455 Alewa Drive ,Honolulu,96817,1-1-8-030-015-0000,1,8,30,15,0,None,1135000,2/23/2021,0.987,1.0132,,3,3,1291,890.7823393,6118,0.14,187.9699248,1952,2019,10/20/2020,87,Excellent,233,0,0,0,,0,742300,60400,802700,1.4327,Maemae,Kawananakoa,Roosevelt,05 - R-5 Residential District,Zone X,Jody W Libed,Coldwell Banker Realty,Sandra MY Ching,Inspired Realty LLC,"City,Mountain,Ocean,Other",Other,None,"3 Car+,Driveway",Vinyl,Composition,"County Rd,Paved Rd",Other,"Down Slope,Gentle Slope,Hilly,Level",One
FS,,,15,Sold,202032518,1299000,1350000,-51000,-0.0378,DiamondHd,Niu Valley,5755 Haleola Street ,Honolulu,96821,1-3-7-006-037-0000,3,7,6,37,0,None,1291000,2/23/2021,0.9938,1.0457,,3,2,1403,925.873129,7560,0.17,171.8253968,1956,2020,12/22/2020,19,Excellent,417,0,0,0,,0,924400,137600,1062000,1.2232,Aina Haina,Niu Valley,Kaiser,04 - R-7.5 Residential District,Zone D,Amanda Uchida,Sachi HI Pacific Century Prop.,Robyn Chun Alfonso,"Islands, Inc.","None,Garden",,None,"2 Car,Driveway,Garage,Street",Vinyl,Asphalt Shingle,Paved Rd,None,Level,One
FS,,Yes,19,Sold,202020262,1350000,1350000,0,0,DiamondHd,Kaimuki,4111A Kaimuki Avenue ,Honolulu,96816,1-3-2-053-052-0002,3,2,53,52,2,None,1300000,2/23/2021,0.963,1.0385,,6,4,2331,579.1505792,3733,0.09,361.6394321,2019,,9/14/2020,119,Excellent,654,0,0,0,,0,705200,613300,1318500,1.0239,,,,05 - R-5 Residential District,Zone X,Norman A Banta,Coldwell Banker Realty,Veronica Munez,Redfin Corporation,"Diamond Head,Mountain,Ocean",Other,None,"3 Car+,Carport,Driveway",Vinyl,Asphalt Shingle,Paved Rd,None,Level,Two
FS,,,14,Sold,202102146,1495000,1495000,0,0,DiamondHd,Paiko Lagoon,6173 Summer Street ,Honolulu,96821,1-3-8-003-060-0000,3,8,3,60,0,None,1425000,2/23/2021,0.9532,1.0491,,3,2.1,1758,850.3981797,11045,0.25,135.3553644,1995,,2/1/2021,3,"Fair,Needs Major Repair",327,0,0,0,,0,1002700,257600,1260300,1.1862,,,,03 - R10 - Residential District,Zone AE,Malia Siu,Berkshire Hathaway HmSvc HI RE,Michael Shower,Compass,Ocean,"Ocean,Sandy Beach",None,"3 Car+,Boat,Garage",Other,Composition,"County Rd,Paved Rd",Other,Level,One
FS,,,1,Sold,202104523,800000,800000,0,0,Metro,Makiki Area,1721 Kewalo Street ,Honolulu,96822,1-2-4-025-049-0000,2,4,25,49,0,None,800000,2/22/2021,1,1,,3,2,1405,569.3950178,5054,0.12,158.290463,1942,,8/25/2020,181,Average,253,0,0,0,,0,824400,182600,1007000,0.7944,,,,05 - R-5 Residential District,Zone X,Neil TK Kuioka,BHGRE Advantage Realty,Neil TK Kuioka,BHGRE Advantage Realty,None,,None,"2 Car,Driveway","Hardwood,Vinyl",Asphalt Shingle,"County Rd,Paved Rd",None,Level,One
FS,,,25,Sold,202032744,1280000,1280000,0,0,HawaiiKai,Mariners Valley,1023 Wainiha Street ,Honolulu,96825,1-3-9-061-006-0000,3,9,61,6,0,None,1380000,2/22/2021,1.0781,0.9275,,4,3,2063,620.4556471,6417,0.15,199.4701574,1969,2008,12/28/2020,10,"Above Average,Excellent",573,0,0,0,,0,842200,383400,1225600,1.0444,,,,05 - R-5 Residential District,Zone D,Kumiko Burns,Locations LLC,Michael Yoshino,Locations LLC,"Garden,Mountain",,Spa/HotTub,"3 Car+,Driveway,Garage","Hardwood,Marble/Granite,W/W Carpet",Asphalt Shingle,Paved Rd,None,Level,One
FS,,,22,Sold,202011412,1065000,1120000,-55000,-0.0491,Metro,Tantalus,215 Forest Ridge Way ,Honolulu,96822,1-2-5-015-011-0000,2,5,15,11,0,None,1055000,2/19/2021,0.9906,1.0616,,3,1.1,1260,845.2380952,9130,0.21,116.6484118,1992,2020,5/22/2020,214,Above Average,214,0,0,0,,0,590600,324900,915500,1.1633,Lincoln,Stevenson,Roosevelt,61 - P-1 Restricted Preservatio,Zone X,John Peterson,Coldwell Banker Realty,Scott J MacGowan,Berkshire Hathaway HmSvc HI RE,"City,Coastline,Garden,Mountain,Ocean,Sunset",Conservation,None,"3 Car+,Driveway,Garage","Hardwood,Other,Vinyl",Aluminum/Steel,Paved Rd,None,"Down Slope,Level",One
FS,,,25,Sold,202100146,899000,899000,0,0,Metro,Moanalua Valley,1480 Ala Iolani Street ,Honolulu,96819,1-1-1-045-046-0000,1,1,45,46,0,None,980000,2/18/2021,1.0901,0.9173,,3,2,1656,542.8743961,10726,0.25,83.8150289,1973,,1/6/2021,8,"Above Average,Average",227,0,0,0,,0,552000,227100,779100,1.1539,,,,05 - R-5 Residential District,Zone X,Chrystal SK Wong,"Palace Realty, Inc.",Kay M Mukaigawa,Engel & Volkers-Honolulu,"Mountain,Other",,None,"2 Car,Carport,Driveway","Hardwood,Vinyl,W/W Carpet",Asphalt Shingle,Paved Rd,None,Up Slope,"Basement,One"
FS,,,12,Sold,202029422,1000000,1000000,0,0,Metro,Punchbowl-lower,1581 Miller Street ,Honolulu,96813,1-2-1-038-015-0000,2,1,38,15,0,None,900000,2/17/2021,0.9,1.1111,,6,3,2214,451.6711834,3883,0.09,257.5328354,1932,1942,11/17/2020,37,"Above Average,Average",289,0,0,0,,0,853300,136700,990000,1.0101,,,,12 - A-2 Medium Density Apartme,Zone X,Erik K Taniguchi,Keller Williams Honolulu,Tommy Kim,Coldwell Banker Realty,"City,Mountain",,None,"2 Car,Carport","Ceramic Tile,Laminate",Asphalt Shingle,Paved Rd,None,"Down Slope,Level",Two
FS,,,1,Sold,202032788,850000,850000,0,0,Metro,Kapalama,614 Kalihi Street ,Honolulu,96819,1-1-2-002-105-0000,1,2,2,105,0,None,850000,2/12/2021,1,1,,6,3,1540,551.9480519,5000,0.11,170,1942,1960,12/27/2020,2,Fair,210,0,0,0,,0,660000,200300,860300,0.988,Kalihi,Kalakaua,Farrington,05 - R-5 Residential District,Zone X,Virginia B Sugihara,Horita Realty LLC,Virginia B Sugihara,Horita Realty LLC,Other,Other,None,"3 Car+,Carport,Driveway",Vinyl,Asphalt Shingle,Paved Rd,None,Level,"Basement,One"
FS,,,21,Sold,202031675,925000,925000,0,0,DiamondHd,Palolo,2325 Palolo Avenue B,Honolulu,96816,1-3-4-005-028-0000,3,4,5,28,0,None,981000,2/12/2021,1.0605,0.9429,,3,2,1604,576.6832918,5000,0.11,185,1949,2014,12/28/2020,2,Above Average,210,0,0,0,,0,572300,148600,720900,1.2831,Palolo,Jarrett,Kaimuki,05 - R-5 Residential District,Zone X,Erik E Hinshaw,Hawaii Life,Owen T Kashiwamura,Pure Real Estate Inc.,Mountain,,None,"2 Car,Carport",Vinyl,Composition,"Paved Rd,Private Rd","Electric,Sewer",Gentle Slope,Two
FS,,,21,Sold,202031891,1100000,998000,102000,0.1022,DiamondHd,Waialae G-c,1196 Iki Place A,Honolulu,96821,1-3-5-042-043-0000,3,5,42,43,0,None,1080000,2/12/2021,0.9818,0.9241,,3,1.1,966,1138.716356,7516,0.17,146.3544439,1958,2020,12/10/2020,17,"Above Average,Excellent",283,0,0,0,,0,913000,55700,968700,1.1355,Wilson,Kaimuki,Kalani,04 - R-7.5 Residential District,Zone AE,Keith EH Sakoda,"Sakoda Realty, LLC",Jason Y Nishikawa,"Marcus & Associates, Inc.","Garden,Other",,None,"2 Car,3 Car+,Boat,Carport,Driveway,Street",Vinyl,Asphalt Shingle,"County Rd,Paved Rd","None,Electric,Sewer",Level,One
FS,,,22,Sold,202031876,1250000,1250000,0,0,DiamondHd,Kapahulu,3619 Alohea Avenue ,Honolulu,96816,1-3-1-010-160-0000,3,1,10,160,0,None,1100000,2/12/2021,0.88,1.1364,,3,2.1,1024,1220.703125,4602,0.11,271.6210343,1970,,12/11/2020,19,Above Average,271,0,0,0,,0,794800,132700,927500,1.3477,,,,07 - R-3.5 Residential District,Zone X,Judith FK Jackola,Berkshire Hathaway HmSvc HI RE,Christina M Nishiyama,Engel & Volkers-Honolulu,Other,Other,None,"2 Car,Carport,Driveway,Street","Ceramic Tile,Hardwood,Other",Asphalt Shingle,Paved Rd,"Sewer,Telephone",Level,One
FS,,,25,Sold,202100027,1398000,1398000,0,0,DiamondHd,Wilhelmina,106 Kiionioni Place ,Honolulu,96816,1-3-3-012-068-0000,3,3,12,68,0,None,1475000,2/12/2021,1.0551,0.9478,20000,3,2.1,2237,624.9441216,4366,0.1,320.2015575,1991,,1/2/2021,2,Above Average,366,0,550,0,,550,880900,435500,1316400,1.062,,,,05 - R-5 Residential District,Zone X,Barbie Y Hee,Engel & Volkers-Honolulu,Michael Pang,Keller Williams Honolulu,None,Other,None,Garage,"Ceramic Tile,Hardwood,Vinyl",Composition,"Paved Rd,Private Rd",None,Level,Two
FS,,,12,Sold,202028488,860000,875000,-15000,-0.0171,Metro,Kapalama,993-B Io Lane ,Honolulu,96817,1-1-6-007-020-0000,1,6,7,20,0,None,840000,2/11/2021,0.9767,1.0417,,4,2,1430,601.3986014,5897,0.14,145.8368662,1981,,11/10/2020,37,Above Average,212,0,0,0,,0,742300,122800,865100,0.9941,Likelike,Central,Mckinley,05 - R-5 Residential District,Zone X,Chad M Takesue,Locations LLC,Shawn He,Century 21 iProperties Hawaii,None,,None,"3 Car+,Carport",Hardwood,Asphalt Shingle,Paved Rd,"Driveway,Other","Down Slope,Level",Two
FS,,,9,Sold,202020510,1099000,1300000,-201000,-0.1546,DiamondHd,Waialae Nui-lwr,1407 Ainakoa Avenue ,Honolulu,96821,1-3-5-037-028-0000,3,5,37,28,0,None,1025000,2/10/2021,0.9327,1.2683,,5,3.1,1679,654.5562835,5547,0.13,198.1251127,1959,,8/13/2020,125,Above Average,389,0,0,0,,0,886000,130200,1016200,1.0815,,,,05 - R-5 Residential District,Zone X,Solana S Grover,"SC Realty, LLC",Sandy T Ho,Realty Prime LLC,"City,Diamond Head,Mountain",,None,"3 Car+,Carport",Laminate,Aluminum/Steel,Paved Rd,None,Level,Two
FS,,,24,Sold,202029192,1150000,1150000,0,0,HawaiiKai,Laulima,353 Holokai Place ,Honolulu,96825,1-3-9-094-083-0000,3,9,94,83,0,None,1100000,2/10/2021,0.9565,1.0455,,3,2,1532,750.6527415,3330,0.08,345.3453453,1987,2012,11/13/2020,32,Above Average,261,0,63,0,,63,718500,274500,993000,1.1581,Kamiloiki,Niu Valley,Kaiser,05 - R-5 Residential District,Zone D,Glenn A Perry,Compass,Peter Hwu,eXp Realty,"Golf Course,Mountain,Other",Golf Course,Spa/HotTub,"2 Car,Carport,Driveway,Garage,Street","Ceramic Tile,W/W Carpet",Composition,County Rd,None,Level,Two
FS,,,15,Sold,202031974,1150000,1150000,0,0,DiamondHd,Aina Haina Area,217 Hao Street ,Honolulu,96821,1-3-6-010-111-0000,3,6,10,111,0,None,1200000,2/10/2021,1.0435,0.9583,,3,2,2292,501.7452007,10051,0.23,114.416476,1951,,12/11/2020,9,"Fair,Needs Major Repair",559,0,0,0,,0,1110000,100600,1210600,0.9499,,,,03 - R10 - Residential District,Zone X,Christina M Nishiyama,Engel & Volkers-Honolulu,Sandy T Ho,Realty Prime LLC,Mountain,,None,"1 Car,3 Car+,Carport,Driveway,Street","Hardwood,Other",Other,Paved Rd,Sewer,Level,One
FS,,,22,Sold,202027437,1188888,1188888,0,0,Metro,Moanalua Valley,1540 Ala Aoloa Loop ,Honolulu,96819,1-1-1-041-049-0000,1,1,41,49,0,None,988000,2/10/2021,0.831,1.2033,20000,6,2.1,2112,562.9204545,6458,0.15,184.0953856,1967,,10/18/2020,81,Average,238,0,0,0,,0,726000,230000,956000,1.2436,Moanalua,Moanalua,Moanalua,05 - R-5 Residential District,"Zone AEF,Z",Patti Ann Hokama,"Real Estate Update, Inc.",V Elise Lee,Engel & Volkers-Honolulu,Mountain,,None,"2 Car,Carport","Hardwood,Laminate,Other,W/W Carpet","Asphalt Shingle,Other","County Rd,Paved Rd",Sewer,"Level,Terraced",Two
FS,,,25,Sold,202029420,1320000,1270000,50000,0.0394,DiamondHd,St. Louis,1930 St Louis Drive ,Honolulu,96816,1-3-3-050-069-0000,3,3,50,69,0,None,1308000,2/10/2021,0.9909,0.9709,9600,3,2,1564,843.9897698,4125,0.09,320,1942,2020,11/20/2020,19,Excellent,229,0,0,0,,0,779300,5800,785100,1.6813,Hokulani,Jarrett,Kaimuki,05 - R-5 Residential District,Zone X,Matthew FG Wong,INET Realty,Quentin Koch,Luva LLC,"City,Diamond Head,Mountain,Ocean",,None,"2 Car,Garage",Vinyl,Asphalt Shingle,Paved Rd,None,"Terraced,Up Slope",One
FS,,,25,Sold,202018018,1430000,1430000,0,0,DiamondHd,Kuliouou,313 Kuliouou Road ,Honolulu,96821,1-3-8-005-010-0000,3,8,5,10,0,None,1402500,2/10/2021,0.9808,1.0196,,4,4,3140,455.4140127,11440,0.26,125,1959,2011,7/24/2020,65,Above Average,190,0,0,0,,0,977500,280000,1257500,1.1372,Aina Haina,Niu Valley,Kaiser,03 - R10 - Residential District,Zone D,Holly L Petritz,Petritz Realty,Devin G Tryan,eXp Realty,"Mountain,Sunrise,Sunset",,None,"3 Car+,Garage,Street","Ceramic Tile,Laminate,Other,Vinyl",Asphalt Shingle,Paved Rd,None,Level,One
FS,,,25,Sold,202030046,899000,899000,0,0,DiamondHd,Palolo,3443 Kupaa Drive ,Honolulu,96816,1-3-3-041-098-0000,3,3,41,98,0,None,880000,2/9/2021,0.9789,1.0216,,3,1,1060,848.1132075,5163,0.12,174.1235716,1949,,11/25/2020,10,Fair,173,0,0,0,,0,691100,40500,731600,1.2288,,,,05 - R-5 Residential District,Zone X,Malcolm S Shiroma,"Property Center, Inc.",Gerald T Takasaki,Horita Realty LLC,None,Other,None,"1 Car,Carport","Laminate,Vinyl,W/W Carpet",Composition,"County Rd,Paved Rd",None,Level,One
FS,,,24,Sold,202032157,930000,930000,0,0,DiamondHd,Palolo,1994 9th Avenue A,Honolulu,96816,1-3-4-001-089-0000,3,4,1,89,0,None,940000,2/8/2021,1.0108,0.9894,,6,3,1696,548.3490566,5000,0.11,186,1949,1988,12/15/2020,9,"Above Average,Average",206,0,0,0,,0,590000,117000,707000,1.3154,Palolo,Jarrett,Kaimuki,05 - R-5 Residential District,Zone X,Jamie M Apuna,"Marcus & Associates, Inc.",Rowena S Wong,Locations LLC,None,,None,Carport,"Vinyl,W/W Carpet",Asphalt Shingle,"Paved Rd,Private Rd",Sewer,Level,Two
FS,,,8,Sold,202100270,1100000,1100000,0,0,Metro,Mccully,,Honolulu,96826,1-2-3-029-003-0000,2,3,29,3,0,None,1110000,2/8/2021,1.0091,0.991,,5,2,1800,611.1111111,5000,0.11,220,1942,,1/7/2021,3,"Needs Major Repair,Tear Down",330,0,0,0,,0,1050000,82300,1132300,0.9715,,,,12 - A-2 Medium Density Apartme,Zone AO,Sandra MY Ching,Inspired Realty LLC,Paul D Sebastian,Agora Hawaii,None,,None,"3 Car+,Driveway,Street",Other,Other,Paved Rd,Other,Level,Two
FS,,,6,Sold,202030382,1380000,1380000,0,0,DiamondHd,Kaimuki,918 8th Avenue ,Honolulu,96816,1-3-2-017-047-0000,3,2,17,47,0,None,1425000,2/8/2021,1.0326,0.9684,,6,4,2055,671.5328467,9950,0.23,138.6934673,1978,,12/11/2020,24,Average,374,0,0,0,,0,1033400,249300,1282700,1.0759,,,,05 - R-5 Residential District,Zone X,Daniel K Ihara,Keller Williams Honolulu,Joanna YH Zheng,Luxury Homes International,Mountain,,None,"3 Car+,Carport,Driveway,Street","Vinyl,W/W Carpet",Asphalt Shingle,Paved Rd,Sewer,Level,One
FS,,,25,Sold,202029081,1500000,1600000,-100000,-0.0625,DiamondHd,Kaimuki,1129 7th Avenue ,Honolulu,96816,1-3-2-004-024-0000,3,2,4,24,0,None,1450000,2/8/2021,0.9667,1.1034,,4,3,1514,990.7529723,11000,0.25,136.3636364,1959,,11/13/2020,7,Average,918,0,0,0,,0,1380600,239700,1620300,0.9258,,,,05 - R-5 Residential District,Zone X,Diane O Ito,Coldwell Banker Realty,Vincent Lao,"Five Star Realty, Inc.",None,Other,None,"3 Car+,Carport,Driveway",Other,Asphalt Shingle,Paved Rd,Sewer,Level,One
FS,,,1,Sold,202029563,840000,840000,0,0,HawaiiKai,Kalama Valley,825 Papalalo Place ,Honolulu,96825,1-3-9-103-032-0000,3,9,103,32,0,None,850000,2/5/2021,1.0119,0.9882,3000,3,2,1140,736.8421053,7342,0.17,114.4102424,1983,,11/21/2020,17,"Above Average,Excellent",218,0,0,0,,0,569500,176300,745800,1.1263,Kamiloiki,Niu Valley,Kaiser,05 - R-5 Residential District,Zone D,Bryn W Kaufman,OahuRE.com,Raele A Scott,"Kailua Beach Realty, Ltd.","Garden,Mountain",Other,None,"2 Car,Driveway,Garage,Street","Ceramic Tile,Laminate",Composition,Paved Rd,Other,Gentle Slope,Split Level
FS,,,19,Sold,202009474,920000,988000,-68000,-0.0688,DiamondHd,Palolo,2465 Lamaku Place ,Honolulu,96816,1-3-4-028-018-0000,3,4,28,18,0,None,930000,2/5/2021,1.0109,1.0624,,3,2.1,1632,563.7254902,6494,0.15,141.6692331,1954,2020,5/8/2020,213,"Above Average,Excellent",169,0,0,0,,0,500000,80200,580200,1.5857,Palolo,Jarrett,Kaimuki,05 - R-5 Residential District,Zone X,Bertha Laubscher,Magna II Properties LLC,Travis D Farris,eXp Realty,"Garden,Mountain,Other",Other,None,"2 Car,Driveway,Street","Laminate,W/W Carpet",Composition,Paved Rd,Other,"Gentle Slope,Hilly,Up Slope",Two
